esfera;co_uf;cod_ibge;no_ente;ano;bimestre;indicador;cod_conta;conta;valor;populacao
Município;GO;5216452;Prefeitura Municipal de Perolândia - GO;2020;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1113886,16;3129
Município;GO;5216452;Prefeitura Municipal de Perolândia - GO;2020;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;11984320,32;3129
Município;GO;5216403;Prefeitura Municipal de Paraúna - GO;2021;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;4176763,16;10980
Município;GO;5216403;Prefeitura Municipal de Paraúna - GO;2021;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;32673388,06;10980
Município;GO;5216403;Prefeitura Municipal de Paraúna - GO;2025;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;7406413,56;10383
Município;GO;5216403;Prefeitura Municipal de Paraúna - GO;2025;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;50737015,28;10383
Município;GO;5216452;Prefeitura Municipal de Perolândia - GO;2021;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1162683,38;3143
Município;GO;5216452;Prefeitura Municipal de Perolândia - GO;2021;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;18303053,1;3143
Município;GO;5216452;Prefeitura Municipal de Perolândia - GO;2023;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;2459340,91;3156
Município;GO;5216452;Prefeitura Municipal de Perolândia - GO;2023;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;25441786,61;3156
Município;GO;5216452;Prefeitura Municipal de Perolândia - GO;2022;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;2871199,36;3156
Município;GO;5216452;Prefeitura Municipal de Perolândia - GO;2022;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;20309347,92;3156
Município;GO;5216452;Prefeitura Municipal de Perolândia - GO;2024;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;3348533,46;3175
Município;GO;5216452;Prefeitura Municipal de Perolândia - GO;2024;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;32491468,58;3175
Município;GO;5216452;Prefeitura Municipal de Perolândia - GO;2025;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;3983576,12;3175
Município;GO;5216452;Prefeitura Municipal de Perolândia - GO;2025;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;26411916,39;3175
Município;GO;5216809;Prefeitura Municipal de Petrolina de Goiás - GO;2019;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;319147,01;10301
Município;GO;5216809;Prefeitura Municipal de Petrolina de Goiás - GO;2019;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;828596,54;10301
Município;GO;5216809;Prefeitura Municipal de Petrolina de Goiás - GO;2020;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1302802,66;10281
Município;GO;5216809;Prefeitura Municipal de Petrolina de Goiás - GO;2020;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;4404791,58;10281
Município;GO;5216809;Prefeitura Municipal de Petrolina de Goiás - GO;2022;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1100271,91;10240
Município;GO;5216809;Prefeitura Municipal de Petrolina de Goiás - GO;2022;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;5883388,95;10240
Município;GO;5216809;Prefeitura Municipal de Petrolina de Goiás - GO;2024;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1459177,73;8854
Município;GO;5216809;Prefeitura Municipal de Petrolina de Goiás - GO;2024;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;9088702,89;8854
Município;GO;5216809;Prefeitura Municipal de Petrolina de Goiás - GO;2025;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1374454,16;8854
Município;GO;5216809;Prefeitura Municipal de Petrolina de Goiás - GO;2025;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;10719479,23;8854
Município;GO;5216908;Prefeitura Municipal de Pilar de Goiás - GO;2020;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1947374,19;2253
Município;GO;5216908;Prefeitura Municipal de Pilar de Goiás - GO;2020;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;7206310,03;2253
Município;GO;5216809;Prefeitura Municipal de Petrolina de Goiás - GO;2021;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1151563,57;10261
Município;GO;5216809;Prefeitura Municipal de Petrolina de Goiás - GO;2021;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;5148604,54;10261
Município;GO;5216908;Prefeitura Municipal de Pilar de Goiás - GO;2021;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;2285328,38;2194
Município;GO;5216908;Prefeitura Municipal de Pilar de Goiás - GO;2021;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;8351862,8;2194
Município;GO;5216908;Prefeitura Municipal de Pilar de Goiás - GO;2019;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1169784,73;2314
Município;GO;5216908;Prefeitura Municipal de Pilar de Goiás - GO;2019;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;8612622,65;2314
Município;GO;5216809;Prefeitura Municipal de Petrolina de Goiás - GO;2023;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1344236,5;10240
Município;GO;5216809;Prefeitura Municipal de Petrolina de Goiás - GO;2023;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;7751755,05;10240
Município;GO;5216908;Prefeitura Municipal de Pilar de Goiás - GO;2024;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1350978,84;2332
Município;GO;5216908;Prefeitura Municipal de Pilar de Goiás - GO;2024;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;10246958,55;2332
Município;GO;5216908;Prefeitura Municipal de Pilar de Goiás - GO;2022;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1342100,47;2135
Município;GO;5216908;Prefeitura Municipal de Pilar de Goiás - GO;2022;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;9707012,64;2135
Município;GO;5216908;Prefeitura Municipal de Pilar de Goiás - GO;2023;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1336699,21;2135
Município;GO;5216908;Prefeitura Municipal de Pilar de Goiás - GO;2023;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;9999628,88;2135
Município;GO;5216908;Prefeitura Municipal de Pilar de Goiás - GO;2025;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;2089686,25;2332
Município;GO;5216908;Prefeitura Municipal de Pilar de Goiás - GO;2025;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;10169647,96;2332
Município;GO;5217104;Prefeitura Municipal de Piracanjuba - GO;2024;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;3337487,43;23771
Município;GO;5217104;Prefeitura Municipal de Piracanjuba - GO;2024;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;30072790,7;23771
Município;GO;5217104;Prefeitura Municipal de Piracanjuba - GO;2020;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1922413,17;24524
Município;GO;5217104;Prefeitura Municipal de Piracanjuba - GO;2020;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;13733246,95;24524
Município;GO;5217104;Prefeitura Municipal de Piracanjuba - GO;2022;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;3136889,59;24543
Município;GO;5217104;Prefeitura Municipal de Piracanjuba - GO;2022;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;19369648,78;24543
Município;GO;5217104;Prefeitura Municipal de Piracanjuba - GO;2019;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1996007,36;24499
Município;GO;5217104;Prefeitura Municipal de Piracanjuba - GO;2019;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;14346101,46;24499
Município;GO;5217203;Prefeitura Municipal de Piranhas - GO;2019;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;768463,52;10501
Município;GO;5217203;Prefeitura Municipal de Piranhas - GO;2019;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;8151974,77;10501
Município;GO;5217104;Prefeitura Municipal de Piracanjuba - GO;2025;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;7752059,42;23771
Município;GO;5217104;Prefeitura Municipal de Piracanjuba - GO;2025;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;29768684,83;23771
Município;GO;5217104;Prefeitura Municipal de Piracanjuba - GO;2023;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;3045055,3;24543
Município;GO;5217104;Prefeitura Municipal de Piracanjuba - GO;2023;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;23337212,84;24543
Município;GO;5217302;Prefeitura Municipal de Pirenópolis - GO;2019;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;4183473,21;24749
Município;GO;5217302;Prefeitura Municipal de Pirenópolis - GO;2019;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;6811178,17;24749
Município;GO;5217203;Prefeitura Municipal de Piranhas - GO;2022;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1431919,2;10161
Município;GO;5217203;Prefeitura Municipal de Piranhas - GO;2022;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;13423128,86;10161
Município;GO;5217203;Prefeitura Municipal de Piranhas - GO;2024;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;2381543,54;11532
Município;GO;5217203;Prefeitura Municipal de Piranhas - GO;2024;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;15162965,12;11532
Município;GO;5217203;Prefeitura Municipal de Piranhas - GO;2023;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1544238,35;10161
Município;GO;5217203;Prefeitura Municipal de Piranhas - GO;2023;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;14730972,19;10161
Município;GO;5217203;Prefeitura Municipal de Piranhas - GO;2025;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;2735304,17;11532
Município;GO;5217203;Prefeitura Municipal de Piranhas - GO;2025;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;18187419,7;11532
Município;GO;5217203;Prefeitura Municipal de Piranhas - GO;2020;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;833227,62;10385
Município;GO;5217203;Prefeitura Municipal de Piranhas - GO;2020;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;8108496,1;10385
Município;GO;5217203;Prefeitura Municipal de Piranhas - GO;2021;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;865608,72;10272
Município;GO;5217203;Prefeitura Municipal de Piranhas - GO;2021;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;12393775,97;10272
Município;GO;5217302;Prefeitura Municipal de Pirenópolis - GO;2020;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;3519931,43;24908
Município;GO;5217302;Prefeitura Municipal de Pirenópolis - GO;2020;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;7155621,3;24908
Município;GO;5217302;Prefeitura Municipal de Pirenópolis - GO;2021;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;5105989,64;25064
Município;GO;5217302;Prefeitura Municipal de Pirenópolis - GO;2021;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;9301989,27;25064
Município;GO;5217302;Prefeitura Municipal de Pirenópolis - GO;2022;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;7326290,45;25218
Município;GO;5217302;Prefeitura Municipal de Pirenópolis - GO;2022;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;8473345,35;25218
Município;GO;5217302;Prefeitura Municipal de Pirenópolis - GO;2025;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;12645903,71;26598
Município;GO;5217302;Prefeitura Municipal de Pirenópolis - GO;2025;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;14487086,86;26598
Município;GO;5217302;Prefeitura Municipal de Pirenópolis - GO;2024;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;12291725,36;26598
Município;GO;5217302;Prefeitura Municipal de Pirenópolis - GO;2024;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;11012554,83;26598
Município;GO;5217401;Prefeitura Municipal de Pires do Rio - GO;2020;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;3580622,19;31458
Município;GO;5217401;Prefeitura Municipal de Pires do Rio - GO;2020;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;18741155,72;31458
Município;GO;5217302;Prefeitura Municipal de Pirenópolis - GO;2023;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;9630389,84;25218
Município;GO;5217302;Prefeitura Municipal de Pirenópolis - GO;2023;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;9015363,75;25218
Município;GO;5217401;Prefeitura Municipal de Pires do Rio - GO;2023;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;9508468,57;31909
Município;GO;5217401;Prefeitura Municipal de Pires do Rio - GO;2023;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;33787648,32;31909
Município;GO;5217401;Prefeitura Municipal de Pires do Rio - GO;2021;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;4793012,63;31686
Município;GO;5217401;Prefeitura Municipal de Pires do Rio - GO;2021;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;28024280,1;31686
Município;GO;5217401;Prefeitura Municipal de Pires do Rio - GO;2019;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;3015909,22;31225
Município;GO;5217401;Prefeitura Municipal de Pires do Rio - GO;2019;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;18571466,63;31225
Município;GO;5217401;Prefeitura Municipal de Pires do Rio - GO;2022;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;7304876,1;31909
Município;GO;5217401;Prefeitura Municipal de Pires do Rio - GO;2022;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;30113244,18;31909
Município;GO;5217401;Prefeitura Municipal de Pires do Rio - GO;2024;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;9808001,74;33193
Município;GO;5217401;Prefeitura Municipal de Pires do Rio - GO;2024;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;44753001,74;33193
Município;GO;5217401;Prefeitura Municipal de Pires do Rio - GO;2025;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;11047870,14;33193
Município;GO;5217401;Prefeitura Municipal de Pires do Rio - GO;2025;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;43482584,73;33193
Município;GO;5217609;Prefeitura Municipal de Planaltina - GO;2019;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;4259896,77;89181
Município;GO;5217609;Prefeitura Municipal de Planaltina - GO;2019;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;10653871,08;89181
Município;GO;5217609;Prefeitura Municipal de Planaltina - GO;2021;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;5489299,45;90640
Município;GO;5217609;Prefeitura Municipal de Planaltina - GO;2021;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;15669785,81;90640
Município;GO;5217609;Prefeitura Municipal de Planaltina - GO;2022;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;8853658,03;91345
Município;GO;5217609;Prefeitura Municipal de Planaltina - GO;2022;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;18091700,29;91345
Município;GO;5217609;Prefeitura Municipal de Planaltina - GO;2020;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;5124171,47;89918
Município;GO;5217609;Prefeitura Municipal de Planaltina - GO;2020;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;11669044,24;89918
Município;GO;5217609;Prefeitura Municipal de Planaltina - GO;2025;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;11838981,09;108846
Município;GO;5217609;Prefeitura Municipal de Planaltina - GO;2025;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;23974872,28;108846
Município;GO;5217708;Prefeitura Municipal de Pontalina - GO;2021;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;2122759,85;17860
Município;GO;5217708;Prefeitura Municipal de Pontalina - GO;2021;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;12520947,08;17860
Município;GO;5217609;Prefeitura Municipal de Planaltina - GO;2024;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;12487991,72;108846
Município;GO;5217609;Prefeitura Municipal de Planaltina - GO;2024;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;25340950,72;108846
Município;GO;5217708;Prefeitura Municipal de Pontalina - GO;2022;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;3642114,73;17899
Município;GO;5217708;Prefeitura Municipal de Pontalina - GO;2022;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;13512837,77;17899
Município;GO;5217708;Prefeitura Municipal de Pontalina - GO;2020;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1915531,01;17819
Município;GO;5217708;Prefeitura Municipal de Pontalina - GO;2020;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;9666796,8;17819
Município;GO;5217708;Prefeitura Municipal de Pontalina - GO;2019;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1479575,02;17777
Município;GO;5217708;Prefeitura Municipal de Pontalina - GO;2019;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;9883831,15;17777
Município;GO;5217609;Prefeitura Municipal de Planaltina - GO;2023;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;9238467,66;91345
Município;GO;5217609;Prefeitura Municipal de Planaltina - GO;2023;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;21907617,17;91345
Município;GO;5217708;Prefeitura Municipal de Pontalina - GO;2024;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;3756976,26;18843
Município;GO;5217708;Prefeitura Municipal de Pontalina - GO;2024;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;18855373,28;18843
Município;GO;5217708;Prefeitura Municipal de Pontalina - GO;2025;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;4813115,09;18843
Município;GO;5217708;Prefeitura Municipal de Pontalina - GO;2025;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;21225838,82;18843
Município;GO;5218003;Prefeitura Municipal de Porangatu - GO;2019;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;3171175,76;45151
Município;GO;5218003;Prefeitura Municipal de Porangatu - GO;2019;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;13814587,13;45151
Município;GO;5217708;Prefeitura Municipal de Pontalina - GO;2023;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;2527167,8;17899
Município;GO;5217708;Prefeitura Municipal de Pontalina - GO;2023;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;15222614,13;17899
Município;GO;5218003;Prefeitura Municipal de Porangatu - GO;2021;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;5884698,71;45633
Município;GO;5218003;Prefeitura Municipal de Porangatu - GO;2021;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;20653251,02;45633
Município;GO;5218003;Prefeitura Municipal de Porangatu - GO;2022;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;14235937,4;45866
Município;GO;5218003;Prefeitura Municipal de Porangatu - GO;2022;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;21362504,37;45866
Município;GO;5218003;Prefeitura Municipal de Porangatu - GO;2020;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;6302874,21;45394
Município;GO;5218003;Prefeitura Municipal de Porangatu - GO;2020;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;13872268,61;45394
Município;GO;5218003;Prefeitura Municipal de Porangatu - GO;2024;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;17054220,64;44061
Município;GO;5218003;Prefeitura Municipal de Porangatu - GO;2024;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;29444005,86;44061
Município;GO;5218052;Prefeitura Municipal de Porteirão - GO;2019;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;436370,71;3830
Município;GO;5218052;Prefeitura Municipal de Porteirão - GO;2019;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;6516861,08;3830
Município;GO;5218003;Prefeitura Municipal de Porangatu - GO;2023;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;15584700,84;45866
Município;GO;5218003;Prefeitura Municipal de Porangatu - GO;2023;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;22290692,33;45866
Município;GO;5218003;Prefeitura Municipal de Porangatu - GO;2025;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;20473431,16;44061
Município;GO;5218003;Prefeitura Municipal de Porangatu - GO;2025;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;31907213,71;44061
Município;GO;5218052;Prefeitura Municipal de Porteirão - GO;2021;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;775735,87;3931
Município;GO;5218052;Prefeitura Municipal de Porteirão - GO;2021;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;9081256,16;3931
Município;GO;5218052;Prefeitura Municipal de Porteirão - GO;2020;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;686043,83;3881
Município;GO;5218052;Prefeitura Municipal de Porteirão - GO;2020;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;5904660,08;3881
Município;GO;5218052;Prefeitura Municipal de Porteirão - GO;2022;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1133408,03;3979
Município;GO;5218052;Prefeitura Municipal de Porteirão - GO;2022;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;8070183,11;3979
Município;GO;5218052;Prefeitura Municipal de Porteirão - GO;2023;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1488486,2;3979
Município;GO;5218052;Prefeitura Municipal de Porteirão - GO;2023;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;10902605,34;3979
Município;GO;5218102;Prefeitura Municipal de Portelândia - GO;2021;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;659984,58;4022
Município;GO;5218102;Prefeitura Municipal de Portelândia - GO;2021;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;7917921,58;4022
Município;GO;5218102;Prefeitura Municipal de Portelândia - GO;2019;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;300367,82;4000
Município;GO;5218102;Prefeitura Municipal de Portelândia - GO;2019;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;5778351,36;4000
Município;GO;5218102;Prefeitura Municipal de Portelândia - GO;2025;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1860921,98;3322
Município;GO;5218102;Prefeitura Municipal de Portelândia - GO;2025;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;15277156,48;3322
Município;GO;5218102;Prefeitura Municipal de Portelândia - GO;2020;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;364178,93;4011
Município;GO;5218102;Prefeitura Municipal de Portelândia - GO;2020;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;5754095,44;4011
Município;GO;5218052;Prefeitura Municipal de Porteirão - GO;2024;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1659262,19;4085
Município;GO;5218052;Prefeitura Municipal de Porteirão - GO;2024;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;12025129,36;4085
Município;GO;5218102;Prefeitura Municipal de Portelândia - GO;2022;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;802703,66;4032
Município;GO;5218102;Prefeitura Municipal de Portelândia - GO;2022;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;8671046,89;4032
Município;GO;5218102;Prefeitura Municipal de Portelândia - GO;2024;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1182380,2;3322
Município;GO;5218102;Prefeitura Municipal de Portelândia - GO;2024;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;13454204,39;3322
Município;GO;5218102;Prefeitura Municipal de Portelândia - GO;2023;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;1303316,05;4032
Município;GO;5218102;Prefeitura Municipal de Portelândia - GO;2023;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;10291772,02;4032
Município;GO;5218300;Prefeitura Municipal de Posse - GO;2019;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;2743287,91;36375
Município;GO;5218300;Prefeitura Municipal de Posse - GO;2019;6;Cota-Parte ICMS;RREO3CotaParteDoICMS;Cota-Parte do ICMS;7142787,71;36375
Município;GO;5218300;Prefeitura Municipal de Posse - GO;2020;6;ISS;ISSLiquidoExcetoTransferenciasEFUNDEB;ISS;2889043,35;36900
