esfera;co_uf;cod_ibge;no_ente;ano;populacao;indicador;cod_conta;conta;valor
Município;GO;5217401;Pires do Rio;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;9807696,04
Município;GO;5217401;Pires do Rio;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;43482584,73
Município;GO;5217401;Pires do Rio;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;11047870,14
Município;GO;5217609;Planaltina;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11669044,24
Município;GO;5217609;Planaltina;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;5010543,32
Município;GO;5217609;Planaltina;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;15669785,81
Município;GO;5217609;Planaltina;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;5489299,45
Município;GO;5217609;Planaltina;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;18091700,29
Município;GO;5217609;Planaltina;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;8853658,03
Município;GO;5217609;Planaltina;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;21907617,17
Município;GO;5217609;Planaltina;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;9238467,66
Município;GO;5217609;Planaltina;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;25340950,72
Município;GO;5217609;Planaltina;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;12487991,72
Município;GO;5217609;Planaltina;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;36814021,16
Município;GO;5217609;Planaltina;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;17676361,68
Município;GO;5217708;Pontalina;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9666796,8
Município;GO;5217708;Pontalina;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;1900106,22
Município;GO;5217708;Pontalina;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;12520947,08
Município;GO;5217708;Pontalina;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;2122759,85
Município;GO;5217708;Pontalina;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;13512837,77
Município;GO;5217708;Pontalina;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;3642114,73
Município;GO;5217708;Pontalina;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;15222614,13
Município;GO;5217708;Pontalina;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;2527167,8
Município;GO;5217708;Pontalina;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;18855373,28
Município;GO;5217708;Pontalina;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;3756976,26
Município;GO;5217708;Pontalina;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;21225838,82
Município;GO;5217708;Pontalina;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;4813115,09
Município;GO;5218003;Porangatu;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;13872268,61
Município;GO;5218003;Porangatu;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;6316905,74
Município;GO;5218003;Porangatu;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;20653251,02
Município;GO;5218003;Porangatu;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;5884698,71
Município;GO;5218003;Porangatu;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;21362504,37
Município;GO;5218003;Porangatu;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;14235937,4
Município;GO;5218003;Porangatu;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;22290692,33
Município;GO;5218003;Porangatu;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;15584700,84
Município;GO;5218003;Porangatu;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;29444005,86
Município;GO;5218003;Porangatu;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;17054220,64
Município;GO;5218003;Porangatu;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;31907213,71
Município;GO;5218003;Porangatu;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;20473431,16
Município;GO;5218052;Porteirão;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5904660,08
Município;GO;5218052;Porteirão;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;686043,83
Município;GO;5218052;Porteirão;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9081256,16
Município;GO;5218052;Porteirão;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;775735,87
Município;GO;5218052;Porteirão;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8070183,11
Município;GO;5218052;Porteirão;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;1133408,03
Município;GO;5218052;Porteirão;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10894243,75
Município;GO;5218052;Porteirão;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;1488486,2
Município;GO;5218052;Porteirão;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;12025129,36
Município;GO;5218052;Porteirão;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;1659262,19
Município;GO;5218052;Porteirão;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;13291001,7
Município;GO;5218052;Porteirão;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;2337955,95
Município;GO;5218102;Portelândia;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5754095,44
Município;GO;5218102;Portelândia;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;364178,93
Município;GO;5218102;Portelândia;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7917921,58
Município;GO;5218102;Portelândia;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;659984,58
Município;GO;5218102;Portelândia;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8671046,89
Município;GO;5218102;Portelândia;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;802703,66
Município;GO;5218102;Portelândia;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10291772,02
Município;GO;5218102;Portelândia;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;1303316,05
Município;GO;5218102;Portelândia;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10764479,54
Município;GO;5218102;Portelândia;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;1182380,2
Município;GO;5218102;Portelândia;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;15277156,48
Município;GO;5218102;Portelândia;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;1835682,67
Município;GO;5218300;Posse;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8349877,07
Município;GO;5218300;Posse;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;2897231,39
Município;GO;5218300;Posse;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9879263,74
Município;GO;5218300;Posse;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;4830890,41
Município;GO;5218300;Posse;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10074218,58
Município;GO;5218300;Posse;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;7230431,0
Município;GO;5218300;Posse;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10277836,23
Município;GO;5218300;Posse;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;7841394,73
Município;GO;5218300;Posse;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;13593572,15
Município;GO;5218300;Posse;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;8961330,25
Município;GO;5218300;Posse;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;18091476,3
Município;GO;5218300;Posse;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;10285634,71
Município;GO;5218391;Professor Jamil;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2423929,15
Município;GO;5218391;Professor Jamil;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;650561,59
Município;GO;5218391;Professor Jamil;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3174456,49
Município;GO;5218391;Professor Jamil;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;543247,05
Município;GO;5218391;Professor Jamil;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3337244,17
Município;GO;5218391;Professor Jamil;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;957455,1
Município;GO;5218391;Professor Jamil;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3523793,72
Município;GO;5218391;Professor Jamil;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;1164913,03
Município;GO;5218391;Professor Jamil;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4489585,8
Município;GO;5218391;Professor Jamil;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;1352950,68
Município;GO;5218391;Professor Jamil;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6175425,13
Município;GO;5218391;Professor Jamil;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;1725480,17
Município;GO;5218508;Quirinópolis;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;48413051,77
Município;GO;5218508;Quirinópolis;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;11910199,5
Município;GO;5218508;Quirinópolis;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;64603127,86
Município;GO;5218508;Quirinópolis;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;15190017,3
Município;GO;5218508;Quirinópolis;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;65624331,67
Município;GO;5218508;Quirinópolis;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;21695112,56
Município;GO;5218508;Quirinópolis;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;68561460,1
Município;GO;5218508;Quirinópolis;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;20232204,06
Município;GO;5218508;Quirinópolis;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;62596643,7
Município;GO;5218508;Quirinópolis;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;20214939,71
Município;GO;5218508;Quirinópolis;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;56028346,76
Município;GO;5218508;Quirinópolis;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;22347859,21
Município;GO;5218607;Rialma;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7694185,12
Município;GO;5218607;Rialma;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;1269243,19
Município;GO;5218607;Rialma;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9941146,01
Município;GO;5218607;Rialma;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;1418814,77
Município;GO;5218607;Rialma;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10675053,79
Município;GO;5218607;Rialma;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;2270184,5
Município;GO;5218607;Rialma;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10361987,96
Município;GO;5218607;Rialma;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;3578241,58
Município;GO;5218607;Rialma;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;12326672,51
Município;GO;5218607;Rialma;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;3971539,88
Município;GO;5218607;Rialma;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;13549879,18
Município;GO;5218607;Rialma;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;5029942,12
Município;GO;5218706;Rianápolis;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3380332,94
Município;GO;5218706;Rianápolis;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;123053,74
Município;GO;5218706;Rianápolis;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5400168,71
Município;GO;5218706;Rianápolis;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;117494,51
Município;GO;5218706;Rianápolis;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5597163,15
Município;GO;5218706;Rianápolis;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;269815,97
Município;GO;5218706;Rianápolis;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5123526,55
Município;GO;5218706;Rianápolis;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;179108,97
Município;GO;5218706;Rianápolis;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5532123,18
Município;GO;5218706;Rianápolis;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;204665,79
Município;GO;5218706;Rianápolis;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6547789,31
Município;GO;5218706;Rianápolis;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;1161863,25
Município;GO;5218789;Rio Quente;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4092754,95
Município;GO;5218789;Rio Quente;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;2969749,18
Município;GO;5218789;Rio Quente;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6601258,81
Município;GO;5218789;Rio Quente;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;5338714,22
Município;GO;5218789;Rio Quente;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6279423,39
Município;GO;5218789;Rio Quente;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;8569640,09
Município;GO;5218789;Rio Quente;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5148804,84
Município;GO;5218789;Rio Quente;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;8834246,79
Município;GO;5218789;Rio Quente;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6454610,99
Município;GO;5218789;Rio Quente;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;12020896,39
Município;GO;5218789;Rio Quente;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9479620,14
Município;GO;5218789;Rio Quente;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;15062623,68
Município;GO;5218805;Rio Verde;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;228947841,55
Município;GO;5218805;Rio Verde;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;69964745,53
Município;GO;5218805;Rio Verde;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;325750003,81
Município;GO;5218805;Rio Verde;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;94277095,64
Município;GO;5218805;Rio Verde;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;343675482,91
Município;GO;5218805;Rio Verde;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;113253687,37
Município;GO;5218805;Rio Verde;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;367425779,36
Município;GO;5218805;Rio Verde;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;137654255,21
Município;GO;5218805;Rio Verde;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;452548979,93
Município;GO;5218805;Rio Verde;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;180768462,74
Município;GO;5218805;Rio Verde;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;425336879,85
Município;GO;5218805;Rio Verde;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;193088216,94
Município;GO;5218904;Rubiataba;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9997308,36
Município;GO;5218904;Rubiataba;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;1327435,21
Município;GO;5218904;Rubiataba;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;13469137,55
Município;GO;5218904;Rubiataba;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;1187994,41
Município;GO;5218904;Rubiataba;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;15591986,56
Município;GO;5218904;Rubiataba;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;2434219,27
Município;GO;5218904;Rubiataba;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;15074707,41
Município;GO;5218904;Rubiataba;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;3546266,18
Município;GO;5218904;Rubiataba;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;17365170,83
Município;GO;5218904;Rubiataba;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;4294824,49
Município;GO;5218904;Rubiataba;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;18901238,35
Município;GO;5218904;Rubiataba;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;5324853,39
Município;GO;5219001;Sanclerlândia;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4342102,43
Município;GO;5219001;Sanclerlândia;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;648413,42
Município;GO;5219001;Sanclerlândia;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6625110,46
Município;GO;5219001;Sanclerlândia;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;774837,53
Município;GO;5219001;Sanclerlândia;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7057735,8
Município;GO;5219001;Sanclerlândia;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;1052672,07
Município;GO;5219001;Sanclerlândia;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6556067,16
Município;GO;5219001;Sanclerlândia;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;916347,58
Município;GO;5219001;Sanclerlândia;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7274918,85
Município;GO;5219001;Sanclerlândia;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;994704,87
Município;GO;5219001;Sanclerlândia;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8735451,78
Município;GO;5219001;Sanclerlândia;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;1295400,33
Município;GO;5219100;Santa Bárbara de Goiás;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3029754,35
Município;GO;5219100;Santa Bárbara de Goiás;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;412424,55
Município;GO;5219100;Santa Bárbara de Goiás;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4684719,82
Município;GO;5219100;Santa Bárbara de Goiás;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;585748,78
Município;GO;5219100;Santa Bárbara de Goiás;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5594900,31
Município;GO;5219100;Santa Bárbara de Goiás;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;771032,67
Município;GO;5219100;Santa Bárbara de Goiás;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5711285,21
Município;GO;5219100;Santa Bárbara de Goiás;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;944769,11
Município;GO;5219100;Santa Bárbara de Goiás;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7216813,86
Município;GO;5219100;Santa Bárbara de Goiás;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;637781,36
Município;GO;5219100;Santa Bárbara de Goiás;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9099985,23
Município;GO;5219100;Santa Bárbara de Goiás;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;918742,43
Município;GO;5219209;Santa Cruz de Goiás;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4789558,29
Município;GO;5219209;Santa Cruz de Goiás;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;119963,88
Município;GO;5219209;Santa Cruz de Goiás;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6423728,15
Município;GO;5219209;Santa Cruz de Goiás;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;33406,79
Município;GO;5219209;Santa Cruz de Goiás;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7521212,57
Município;GO;5219209;Santa Cruz de Goiás;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;456872,4
Município;GO;5219209;Santa Cruz de Goiás;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9686648,7
Município;GO;5219209;Santa Cruz de Goiás;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;387770,08
Município;GO;5219209;Santa Cruz de Goiás;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11248851,07
Município;GO;5219209;Santa Cruz de Goiás;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;724501,93
Município;GO;5219209;Santa Cruz de Goiás;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11753771,0
Município;GO;5219209;Santa Cruz de Goiás;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;2215544,05
Município;GO;5219258;Santa Fé de Goiás;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9922056,68
Município;GO;5219258;Santa Fé de Goiás;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;92353,69
Município;GO;5219258;Santa Fé de Goiás;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9424300,48
Município;GO;5219258;Santa Fé de Goiás;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;129475,62
Município;GO;5219258;Santa Fé de Goiás;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8317060,94
Município;GO;5219258;Santa Fé de Goiás;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;146963,35
Município;GO;5219258;Santa Fé de Goiás;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9140818,18
Município;GO;5219258;Santa Fé de Goiás;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;238100,18
Município;GO;5219258;Santa Fé de Goiás;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9549850,43
Município;GO;5219258;Santa Fé de Goiás;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;255953,11
Município;GO;5219258;Santa Fé de Goiás;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10768334,65
Município;GO;5219258;Santa Fé de Goiás;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;1347160,18
Município;GO;5219308;Santa Helena de Goiás;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;26770003,46
Município;GO;5219308;Santa Helena de Goiás;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;9011354,84
Município;GO;5219308;Santa Helena de Goiás;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;44546953,26
Município;GO;5219308;Santa Helena de Goiás;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;9272472,14
Município;GO;5219308;Santa Helena de Goiás;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;42466907,03
Município;GO;5219308;Santa Helena de Goiás;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;9029855,79
Município;GO;5219308;Santa Helena de Goiás;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;45733578,7
Município;GO;5219308;Santa Helena de Goiás;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;13037419,2
Município;GO;5219308;Santa Helena de Goiás;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;50726082,33
Município;GO;5219308;Santa Helena de Goiás;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;13136710,46
Município;GO;5219308;Santa Helena de Goiás;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;43959524,42
Município;GO;5219308;Santa Helena de Goiás;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;19075006,58
Município;GO;5219357;Santa Isabel;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3828060,36
Município;GO;5219357;Santa Isabel;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;534622,94
Município;GO;5219357;Santa Isabel;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5197765,31
Município;GO;5219357;Santa Isabel;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;401318,81
Município;GO;5219357;Santa Isabel;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5338750,51
Município;GO;5219357;Santa Isabel;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;488548,52
Município;GO;5219357;Santa Isabel;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6896911,83
Município;GO;5219357;Santa Isabel;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;692117,0
Município;GO;5219357;Santa Isabel;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7356654,29
Município;GO;5219357;Santa Isabel;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;2158152,97
